timestamp,safety,intervall,period_length,past_minutes,max_enter,min_enter,scaling,kind_optimization,kind_simulation,kind_queue,infeasible,avg_duration,total_duration,max_duration,avg_build_time,avg_queue,end_queue,avg_queue_age,end_queue_age,total_demand,people_moved,avg_utilization,max_utilization,exceeded_minutes,exceeded_mean,exceeded_median,exceeded_080quant,exceeded_090quant,safety_minutes,safety_mean,safety_median,safety_080quant,safety_090quant
2026-01-02T16:39:23.658,0.7,2022-11-28T05:00:00 to 2022-11-29T04:59:00,60,60,80.0,0.0,0.8,linweight,bound,lag_periods,0,0.12954420845833334,3.109061003,0.73119227,0.5078224273333334,3264.7815070562715,337196.3392587317,152.36476369706938,220.05307970259318,1.3607904000000004e6,997486.060741273,0.22501216092664536,0.7841386918812209,0.0,NaN,0.0,0.0,0.0,193.0,0.710837030585739,0.7006642239936037,0.7200253418006813,0.7409967190156118
2026-01-02T16:40:32.819,0.7,2022-11-28T05:00:00 to 2022-11-29T04:59:00,60,120,80.0,0.0,0.8,linweight,bound,lag_periods,0,0.15210529833333333,3.6505271599999998,0.200372216,0.6786296479166666,3302.6164016218263,336471.61056468106,157.98297593258013,222.8040397268737,1.3607904000000004e6,998210.7894353251,0.22408524484590892,0.7856965579783807,0.0,NaN,0.0,0.0,0.0,169.0,0.710251877443337,0.700000000000001,0.7141645327317497,0.7409553867626386
2026-01-02T16:41:51.841,0.7,2022-11-28T05:00:00 to 2022-11-29T04:59:00,60,180,80.0,0.0,0.8,linweight,bound,lag_periods,0,0.19991460479166664,4.797950514999999,0.266932823,0.9190395638749999,3362.2944034733523,343969.1993842028,157.30568914883395,223.46129153911394,1.3607904000000004e6,990713.2006158037,0.22252489024425828,0.7810020658698845,0.0,NaN,0.0,0.0,0.0,187.0,0.7139988347954765,0.7006642239936037,0.7337012699116998,0.7496710767738698
2026-01-02T16:43:17.6,0.7,2022-11-28T05:00:00 to 2022-11-29T04:59:00,60,240,80.0,0.0,0.8,linweight,bound,lag_periods,0,0.2586807231666666,6.2083373559999995,0.341158443,1.1525945403749998,3383.8827486655946,351112.27928702935,158.97858523834626,228.98696952401102,1.3607904000000004e6,983570.1207129771,0.221057486843713,0.8524887964625778,0.0,NaN,0.0,0.0,0.0,196.0,0.7303212603802692,0.7011298523814911,0.7963621184831625,0.8402876874631067
2026-01-02T16:44:49.707,0.7,2022-11-28T05:00:00 to 2022-11-29T04:59:00,60,300,80.0,0.0,0.8,linweight,bound,lag_periods,0,0.31373745187499996,7.5296988449999995,0.501810565,1.4215926027083332,3389.88954637116,354500.27826743206,158.7671546145929,225.0415911856349,1.3607904000000004e6,980182.1217325742,0.2206264891811816,0.7722484561492517,0.0,NaN,0.0,0.0,0.0,214.0,0.7116883179367707,0.702460842706106,0.7166014188006447,0.7438285911228355
2026-01-02T16:46:29.092,0.7,2022-11-28T05:00:00 to 2022-11-29T04:59:00,60,360,80.0,0.0,0.8,linweight,bound,lag_periods,0,0.37187576179166665,8.925018283,0.467894213,1.6921357259166667,3399.6798406767903,356950.6229242063,156.18336859805467,216.73454436888886,1.3607904000000004e6,977731.7770757986,0.21990840296341777,0.800256726773737,0.0,NaN,0.0,0.0,0.0,211.0,0.7242665719889217,0.702358184438117,0.7622932322749646,0.7813476561440595
2026-01-02T16:47:31.592,0.7,2022-11-28T05:00:00 to 2022-11-29T04:59:00,60,60,80.0,0.0,1.0,linweight,bound,lag_periods,0,0.10075313158333334,2.418075158,0.126553047,0.4586035789166667,5717.812490998512,617802.4285270897,190.310782370378,284.1003032956615,1.700988e6,1.0505505714729035e6,0.23671273911528443,0.8731531081379756,0.0,NaN,0.0,0.0,0.0,356.0,0.7203472321303799,0.7031985052844276,0.7190136286169936,0.8036705745805085
2026-01-02T16:48:42.449,0.7,2022-11-28T05:00:00 to 2022-11-29T04:59:00,60,120,80.0,0.0,1.0,linweight,bound,lag_periods,0,0.15743752258333332,3.7785005419999997,0.260208423,0.686598075875,5804.100558399109,614986.4945862531,192.9275584471422,292.23289217442795,1.700988e6,1.05336650541374e6,0.23616623772021114,0.840599947394667,0.0,NaN,0.0,0.0,0.0,253.0,0.7259959838310374,0.7038806123492777,0.734416810588442,0.8109876000485566
2026-01-02T16:50:00.965,0.7,2022-11-28T05:00:00 to 2022-11-29T04:59:00,60,180,80.0,0.0,1.0,linweight,bound,lag_periods,0,0.19991661725,4.7979988140000005,0.263262811,0.917344971625,5833.737193168438,615432.7426452902,193.03940255137522,294.7322127326911,1.700988e6,1.0529202573546995e6,0.23756260019051045,0.8248508169889932,0.0,NaN,0.0,0.0,0.0,217.0,0.7209808576478592,0.7082998492647858,0.7284797665086575,0.7625057046374153
2026-01-02T16:51:26.458,0.7,2022-11-28T05:00:00 to 2022-11-29T04:59:00,60,240,80.0,0.0,1.0,linweight,bound,lag_periods,0,0.261540312625,6.276967503,0.333544706,1.1363904809166665,5882.906235088933,627715.5189160234,192.58803308753374,291.43301028861185,1.700988e6,1.0406374810839687e6,0.23338924075699066,0.8469377533910245,0.0,NaN,0.0,0.0,0.0,225.0,0.727996732951359,0.714968242192077,0.7547021576882113,0.7835797268148308
