node_id,station_id,station_name,node_type,line,lon,lat
Metro_OrientalSportsCenter_L11,2040,Oriental Sports Center,line,Line 11,121.476173914,31.154878527298106
Metro_ShanghaiUniversity,727,Shanghai University,regular,Line 7,121.384324697,31.322373451
Metro_QufuRoad,2021,Qufu Road,central,,121.467113891,31.244662253
Metro_QufuRoad_L08,2021,Qufu Road,line,Line 8,121.467613891,31.244662253
Metro_QufuRoad_L12,2021,Qufu Road,line,Line 12,121.466613891,31.244662253
Metro_Liziyuan,1141,Liziyuan,regular,Line 11,121.385192546,31.270865609
Metro_LingkongRoad,260,Lingkong Road,regular,Line 2,121.719371563,31.194796045
Metro_PudianRoad,2049,Pudian Road,central,,121.527848943,31.224457288000004
Metro_PudianRoad_L04,2049,Pudian Road,line,Line 4,121.528348943,31.224457288000004
Metro_PudianRoad_L06,2049,Pudian Road,line,Line 6,121.52734894299999,31.224457288000004
Metro_LangaoRoad,735,Langao Road,regular,Line 7,121.417161444,31.257880611
Metro_Nanxiang,1137,Nanxiang,regular,Line 11,121.318651748,31.298837137
Metro_LongyaoRoad,1153,Longyao Road,central,,121.455131976,31.161590898000004
Metro_LongyaoRoad_L06,1153,Longyao Road,line,Line 6,121.455631976,31.161590898000004
Metro_LongyaoRoad_L11,1153,Longyao Road,line,Line 11,121.454631976,31.161590898000004
Metro_ChangpingRoad,738,Changping Road,regular,Line 7,121.43788726,31.235646924
Metro_DamuqiaoRoad,2007,Damuqiao Road,central,,121.458937996,31.195957765
Metro_DamuqiaoRoad_L04,2007,Damuqiao Road,line,Line 4,121.459437996,31.195957765
Metro_DamuqiaoRoad_L12,2007,Damuqiao Road,line,Line 12,121.458437996,31.195957765
Metro_DepingRoad,636,Deping Road,regular,Line 6,121.559841511,31.247492601
Metro_HangtouEast,1626,Hangtou East,regular,Line 16,121.613286958,31.05724005
Metro_HongqiaoRailwayStation,2014,Hongqiao Railway Station,central,,121.313063017,31.196155828
Metro_HongqiaoRailwayStation_L02,2014,Hongqiao Railway Station,line,Line 2,121.313563017,31.196155828
Metro_HongqiaoRailwayStation_L10,2014,Hongqiao Railway Station,line,Line 10,121.312563017,31.196155828
Metro_CaoxiRoad,314,Caoxi Road,regular,Line 3,121.433731362,31.178643733
Metro_ShanghaiRailwayStation,2034,Shanghai Railway Station,central,,121.451257271,31.249149419
Metro_ShanghaiRailwayStation_L01,2034,Shanghai Railway Station,line,Line 1,121.451757271,31.249149419
Metro_ShanghaiRailwayStation_L03,2034,Shanghai Railway Station,line,Line 3,121.45100727100001,31.249582431701892
Metro_ShanghaiRailwayStation_L04,2034,Shanghai Railway Station,line,Line 4,121.45100727100001,31.248716406298104
Metro_YuanshenSportsCenter,633,Yuanshen Sports Center,regular,Line 6,121.530378145,31.235143094
Metro_SongbinRoad,334,Songbin Road,regular,Line 3,121.488635629,31.372264208
Metro_MinshengRoad,634,Minsheng Road,regular,Line 6,121.53961142,31.238147385
Metro_ChinaArtMuseum,830,China Art Museum,regular,Line 8,121.489343642,31.18724117
Metro_AiguoRoad,1244,Aiguo Road,regular,Line 12,121.548415693,31.281994036
Metro_LubanRoad,423,Luban Road,regular,Line 4,121.470721641,31.201255467
Metro_Jiuting,926,Jiuting,regular,Line 9,121.315099332,31.139406939
Metro_GudaiRoad,1222,Gudai Road,regular,Line 12,121.387239321,31.142693849
Metro_GuoquanRoad,1063,Guoquan Road,regular,Line 10,121.50566807,31.291328446
Metro_JingpingRoad,510, Jingping Road,regular,Line 5,121.405597024,31.013174969
Metro_ZhongtanRoad,2001,Zhongtan Road,central,,121.436350839,31.256450861
Metro_ZhongtanRoad_L03,2001,Zhongtan Road,line,Line 3,121.436850839,31.256450861
Metro_ZhongtanRoad_L04,2001,Zhongtan Road,line,Line 4,121.435850839,31.256450861
Metro_Haitian3rdRoad,262,Haitian 3rd Road,regular,Line 2,121.792700291,31.170492685
Metro_BeiyangjingRoad,635,Beiyangjing Road,regular,Line 6,121.547873193,31.24121507
Metro_Wujiaochang,1064,Wujiaochang,regular,Line 10,121.510067542,31.2997292
Metro_Zhuanqiao,505,Zhuanqiao,regular,Line 5,121.397229638,31.068926951
Metro_WeiningRoad,239,Weining Road,regular,Line 2,121.382591045,31.216888017
Metro_Laoximen,2008,Laoximen,central,,121.478279894,31.221015196
Metro_Laoximen_L08,2008,Laoximen,line,Line 8,121.478779894,31.221015196
Metro_Laoximen_L10,2008,Laoximen,line,Line 10,121.477779894,31.221015196
Metro_ChifengRoad,327,Chifeng Road,regular,Line 3,121.477955068,31.283218029
Metro_BaiyinRoad,1133,Baiyin Road,regular,Line 11,121.240967331,31.347225544
Metro_ShanghaiWildAnimalPark,1628,Shanghai Wild Animal Park,regular,Line 16,121.695438606,31.052487249
Metro_Tangzhen,256,Tangzhen,regular,Line 2,121.652313671,31.216483578
Metro_YoudianXincun,1060,Youdian Xincun,regular,Line 10,121.489789828,31.270427704
Metro_NenjiangRoad,848,Nenjiang Road,regular,Line 8,121.527373151,31.316802024
Metro_HanzhongRoad,2039,Hanzhong Road,central,,121.454089429,31.24375272
Metro_HanzhongRoad_L01,2039,Hanzhong Road,line,Line 1,121.45458942900001,31.24375272
Metro_HanzhongRoad_L12,2039,Hanzhong Road,line,Line 12,121.45383942900001,31.244185732701894
Metro_HanzhongRoad_L13,2039,Hanzhong Road,line,Line 13,121.45383942900001,31.243319707298106
Metro_ShuichengRoad,1046,Shuicheng Road,regular,Line 10,121.38734927,31.201321803000003
Metro_HuinanEast,1630,Huinan East,regular,Line 16,121.789523971,31.02841678
Metro_JinxiuRoad,750,Jinxiu Road,regular,Line 7,121.535752807,31.189635096
Metro_KangxinHighway,1162,Kangxin Highway,regular,Line 11,121.613030242,31.132655073
Metro_CaoyangRoad,2055,Caoyang Road,central,,121.413156251,31.241192686
Metro_CaoyangRoad_L03,2055,Caoyang Road,line,Line 3,121.413656251,31.241192686
Metro_CaoyangRoad_L04,2055,Caoyang Road,line,Line 4,121.41290625100001,31.241625698701895
Metro_CaoyangRoad_L11,2055,Caoyang Road,line,Line 11,121.41290625100001,31.240759673298108
Metro_NanchenRoad,728,Nanchen Road,regular,Line 7,121.394081532,31.323554777
Metro_GongkangRoad,132,Gongkang Road,regular,Line 1,121.442452627,31.320858825
Metro_LuonanXincun,722,Luonan Xincun,regular,Line 7,121.35280146,31.39059269
Metro_DongchangRoad,248,Dongchang Road,regular,Line 2,121.511146849,31.235374664
Metro_Sheshan,924,Sheshan,regular,Line 9,121.225311253,31.10625363
Metro_LuhengRoad,824,Luheng Road,regular,Line 8,121.493805184,31.120878108000003
Metro_GuanglanRoad,255,Guanglan Road,regular,Line 2,121.616923077,31.213126633
Metro_DonganRoad,2006,Dong'an Road,central,,121.4499314,31.19256869
Metro_DonganRoad_L04,2006,Dong'an Road,line,Line 4,121.4504314,31.19256869
Metro_DonganRoad_L07,2006,Dong'an Road,line,Line 7,121.4494314,31.19256869
Metro_WestYananRoad,2046,West Yan'an Road,central,,121.412433163,31.21145601
Metro_WestYananRoad_L03,2046,West Yan'an Road,line,Line 3,121.412933163,31.21145601
Metro_WestYananRoad_L04,2046,West Yan'an Road,line,Line 4,121.411933163,31.21145601
Metro_HuamuRoad,753,Huamu Road,regular,Line 7,121.558661905,31.213026204
Metro_XiangyinRoad,847,Xiangyin Road,regular,Line 8,121.527501152,31.307201218000003
Metro_LuoshanRoad,2042,Luoshan Road,central,,121.588971931,31.155506111
Metro_LuoshanRoad_L11,2042,Luoshan Road,line,Line 11,121.589471931,31.155506111
Metro_LuoshanRoad_L16,2042,Luoshan Road,line,Line 16,121.588471931,31.155506111
Metro_AnshanXincun,842,Anshan Xincun,regular,Line 8,121.505160723,31.275299223
Metro_YinduRoad,503,Yindu Road,regular,Line 5,121.385726775,31.091103672
Metro_LujiabangRoad,2036,Lujiabang Road,central,,121.481629339,31.213855096
Metro_LujiabangRoad_L08,2036,Lujiabang Road,line,Line 8,121.482129339,31.213855096
Metro_LujiabangRoad_L09,2036,Lujiabang Road,line,Line 9,121.48112933899999,31.213855096
Metro_HailunRoad,2047,Hailun Road,central,,121.485286062,31.260924792
Metro_HailunRoad_L04,2047,Hailun Road,line,Line 4,121.485786062,31.260924792
Metro_HailunRoad_L10,2047,Hailun Road,line,Line 10,121.484786062,31.260924792
Metro_YanchangRoad,128,Yanchang Road,regular,Line 1,121.450712025,31.273307641
Metro_Chuansha,259,Chuansha,regular,Line 2,121.69397627,31.188872391
Metro_SongfaRoad,332,Songfa Road,regular,Line 3,121.495949213,31.347075743
Metro_ShenduHighway,820,Shendu Highway,regular,Line 8,121.507905886,31.063523541
Metro_GuilinPark,1226,Guilin Park,regular,Line 12,121.415287723,31.169028586
Metro_PengpuXincun,131,Pengpu Xincun,regular,Line 1,121.444082899,31.30850675
Metro_YaohuaRoad,2016,Yaohua Road,central,,121.490091266,31.180529911
Metro_YaohuaRoad_L07,2016,Yaohua Road,line,Line 7,121.490591266,31.180529911
Metro_YaohuaRoad_L08,2016,Yaohua Road,line,Line 8,121.48959126599999,31.180529911
Metro_Zhenru,1143,Zhenru,regular,Line 11,121.402592639,31.252631342
Metro_Malu,1135,Malu,regular,Line 11,121.272439838,31.321597357
Metro_GaoqingRoad,625,Gaoqing Road,regular,Line 6,121.511143798,31.161859926
Metro_JiangwanStadium,1065,Jiangwan Stadium,regular,Line 10,121.509729601,31.305442827
Metro_JiaotongUniversity,2037,Jiaotong University,central,,121.429716393,31.203733942
Metro_JiaotongUniversity_L10,2037,Jiaotong University,line,Line 10,121.43021639300001,31.203733942
Metro_JiaotongUniversity_L11,2037,Jiaotong University,line,Line 11,121.429216393,31.203733942
Metro_TieliRoad,338,Tieli Road,regular,Line 3,121.456448336,31.409918876
Metro_DongmingRoad,626,Dongming Road,regular,Line 6,121.506212539,31.174923735
Metro_Dongjing,923,Dongjing,regular,Line 9,121.226085386,31.086565625
Metro_JiangyueRoad,822,Jiangyue Road,regular,Line 8,121.504236848,31.086342078
Metro_CaohejingHiTechPark,931,Caohejing Hi-Tech Park,regular,Line 9,121.393065079,31.172459594
Metro_LingzhaoXincun,825,Lingzhao Xincun,regular,Line 8,121.48489117,31.143021235
Metro_GucunPark,725,Gucun Park,regular,Line 7,121.368320304,31.34649161
Metro_JiangsuRoad,2054,Jiangsu Road,central,,121.427966595,31.221768963
Metro_JiangsuRoad_L02,2054,Jiangsu Road,line,Line 2,121.428466595,31.221768963
Metro_JiangsuRoad_L11,2054,Jiangsu Road,line,Line 11,121.427466595,31.221768963
Metro_Zuibaichi,919,Zuibaichi,regular,Line 9,121.224717028,31.002760868000003
Metro_DongjingRoad,642,Dongjing Road,regular,Line 6,121.584663712,31.293153416
Metro_GuangmingRoad,1115,Guangming Road,regular,Line 11,121.112634001,31.298066751
